numero,edad,identidad_genero,tipo_victima,lugar_hecho,modalidad_comisiva,fecha_hecho
154,53,MUJER,PRINCIPAL,Jujuy,Sin datos,2015-05-29
140,34,MUJER,PRINCIPAL,Córdoba,ACUCHILLAMIENTO - ACUCHILLAMIENTO -,2015-01-09
152,24,MUJER,PRINCIPAL,Ciudad de Buenos Aires,ESTRANGULAMIENTO -,2015-05-04
151,16,MUJER,PRINCIPAL,Buenos Aires,OTROS - ASFIXIA -,2014-11-16
150,26,MUJER,PRINCIPAL,Ciudad de Buenos Aires,ACUCHILLAMIENTO -,2015-04-09
149,65,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO -,2014-04-10
148,35,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO -,2014-12-04
147,50,MUJER,PRINCIPAL,Córdoba,DISPARO DE BALA -,2015-04-10
146,43,MUJER,PRINCIPAL,Córdoba,OTROS - GOLPES - ACUCHILLAMIENTO -,2015-03-30
145,40,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO - GOLPES - ACUCHILLAMIENTO -,2015-07-08
144,21,MUJER,PRINCIPAL,Córdoba,DISPARO DE BALA -,2013-03-17
143,35,MUJER,PRINCIPAL,Córdoba,ESTRANGULAMIENTO -,2015-03-11
142,51,MUJER,PRINCIPAL,Córdoba,ESTRANGULAMIENTO - ASFIXIA -,2015-02-03
141,36,MUJER,PRINCIPAL,Córdoba,ACUCHILLAMIENTO -,2014-12-28
139,42,MUJER,PRINCIPAL,Córdoba,GOLPES -,2014-06-29
138,41,MUJER,PRINCIPAL,Córdoba,ACUCHILLAMIENTO -,2015-02-23
130,,MUJER,PRINCIPAL,Formosa,QUEMADURAS -,2015-06-07
129,44,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO -,2014-08-14
128,49,,PRINCIPAL,,ACUCHILLAMIENTO -,2015-05-02
126,15,HOMBRE,VINCULADO,Chubut,DISPARO DE BALA -,2014-11-23
127,22,MUJER,PRINCIPAL,Salta,GOLPES -,2015-07-02
126,17,MUJER,VINCULADO,Chubut,DISPARO DE BALA -,2014-11-23
125,48,MUJER,PRINCIPAL,Chubut,DISPARO DE BALA -,2014-11-23
124,31,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS -,2013-02-08
123,17,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO -,2015-07-01
122,23,MUJER,PRINCIPAL,Entre Rios,DISPARO DE BALA -,2014-04-01
121,39,TRAVESTI,PRINCIPAL,Buenos Aires,Sin datos,
120,23,MUJER,PRINCIPAL,Santa Fe,Sin datos,2014-11-04
119,27,MUJER,PRINCIPAL,Santa Fe,QUEMADURAS -,2013-03-30
118,20,MUJER,PRINCIPAL,Salta,ASFIXIA -,2014-11-08
117,45,MUJER,PRINCIPAL,Salta,DISPARO DE BALA -,2012-12-30
116,32,MUJER,PRINCIPAL,Entre Rios,Sin datos,2014-11-02
115,38,,PRINCIPAL,Entre Rios,ACUCHILLAMIENTO -,2014-07-31
114,36,,PRINCIPAL,Entre Rios,DISPARO DE BALA -,2014-07-03
113,25,MUJER,PRINCIPAL,Entre Rios,AHORCAMIENTO - ESTRANGULAMIENTO -,2014-05-18
112,47,MUJER,PRINCIPAL,Entre Rios,AHORCAMIENTO -,2014-02-27
111,30,MUJER,PRINCIPAL,Entre Rios,ACUCHILLAMIENTO -,2014-04-10
110,24,MUJER,PRINCIPAL,Entre Rios,ACUCHILLAMIENTO -,2014-03-10
109,20,MUJER,PRINCIPAL,Buenos Aires,GOLPES -,2015-06-27
108,16,MUJER,PRINCIPAL,Corrientes,ASFIXIA -,2015-05-21
107,31,MUJER,PRINCIPAL,Corrientes,GOLPES -,2013-05-14
106,52,,PRINCIPAL,Corrientes,QUEMADURAS -,2013-12-02
105,51,MUJER,PRINCIPAL,Córdoba,ACUCHILLAMIENTO -,2015-05-21
104,35,MUJER,PRINCIPAL,Córdoba,DISPARO DE BALA -,2013-09-26
102,44,MUJER,PRINCIPAL,Córdoba,ACUCHILLAMIENTO -,2014-04-15
101,34,MUJER,PRINCIPAL,Córdoba,Sin datos,2014-05-19
100,51,MUJER,PRINCIPAL,Córdoba,ACUCHILLAMIENTO -,2014-01-18
98,35,MUJER,PRINCIPAL,Córdoba,DISPARO DE BALA -,2014-01-26
97,24,MUJER,PRINCIPAL,Córdoba,DISPARO DE BALA -,2013-03-24
96,21,MUJER,PRINCIPAL,Córdoba,QUEMADURAS -,2013-01-01
95,38,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO -,2013-03-26
94,19,MUJER,PRINCIPAL,Ciudad de Buenos Aires,ASFIXIA -,2015-03-14
93,34,MUJER,PRINCIPAL,Ciudad de Buenos Aires,Sin datos,2013-02-09
91,26,MUJER,PRINCIPAL,Ciudad de Buenos Aires,Sin datos,2015-03-16
90,43,,PRINCIPAL,Buenos Aires,GOLPES - ACUCHILLAMIENTO -,2015-05-29
89,18,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA - DESBARRANCAMIENTO - GOLPES -,2015-05-23
88,28,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO -,2014-02-19
87,15,MUJER,PRINCIPAL,Buenos Aires,Sin datos,2014-07-23
86,22,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS - DISPARO DE BALA -,2014-07-03
85,38,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS - ESTRANGULAMIENTO - GOLPES - ACUCHILLAMIENTO -,2013-07-20
84,22,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS -,2015-02-23
81,,MUJER,PRINCIPAL,Chubut,DISPARO DE BALA -,2013-09-08
80,25,MUJER,PRINCIPAL,Chubut,DISPARO DE BALA -,2013-06-21
79,,,PRINCIPAL,Chubut,APUÑALAMIENTO -,2013-01-27
78,16,MUJER,PRINCIPAL,Ciudad de Buenos Aires,AHORCAMIENTO - ASFIXIA - GOLPES -,2013-06-10
76,26,MUJER,PRINCIPAL,Rio Negro,Sin datos,2014-12-28
74,34,MUJER,PRINCIPAL,Buenos Aires,Sin datos,2013-07-06
73,25,MUJER,PRINCIPAL,Santa Fe,QUEMADURAS -,2013-04-01
69,49,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO - DISPARO DE BALA -,2013-11-23
68,38,MUJER,PRINCIPAL,Buenos Aires,Sin datos,2014-04-14
67,42,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA -,2015-06-06
62,14,MUJER,PRINCIPAL,Santa Fe,GOLPES - DEGOLLAMIENTO -,2015-05-10
60,53,MUJER,PRINCIPAL,Buenos Aires,Sin datos,2013-05-29
59,30,MUJER,PRINCIPAL,Buenos Aires,Sin datos,2015-04-11
58,27,MUJER,PRINCIPAL,Buenos Aires,Sin datos,2015-04-14
57,25,MUJER,PRINCIPAL,Jujuy,Sin datos,2014-04-05
54,15,MUJER,PRINCIPAL,Buenos Aires,Sin datos,2013-09-07
53,19,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO -,2013-09-30
51,38,MUJER,PRINCIPAL,Salta,ESTRANGULAMIENTO - GOLPES -,2014-09-08
50,17,MUJER,PRINCIPAL,,Sin datos,2014-09-09
49,38,MUJER,PRINCIPAL,Tucuman,Sin datos,2014-09-30
47,58,MUJER,PRINCIPAL,Santa Fe,APUÑALAMIENTO -,2015-02-23
45,47,MUJER,PRINCIPAL,Salta,GOLPES -,2014-07-25
44,,MUJER,PRINCIPAL,Salta,Sin datos,2014-10-05
43,21,MUJER,VINCULADO,Misiones,Sin datos,2014-01-05
42,22,MUJER,VINCULADO,Misiones,ATROPELLAMIENTO -,2014-01-05
40,8,HOMBRE,VINCULADO,Mendoza,DISPARO DE BALA -,2014-09-21
38,22,MUJER,PRINCIPAL,Entre Rios,ASFIXIA - GOLPES -,2014-10-24
37,34,MUJER,PRINCIPAL,Entre Rios,GOLPES -,2012-05-21
36,10,HOMBRE,VINCULADO,Entre Rios,DISPARO DE BALA -,2014-09-28
35,32,MUJER,PRINCIPAL,Corrientes,Sin datos,2014-09-06
34,31,MUJER,PRINCIPAL,Córdoba,Sin datos,2015-01-15
33,29,MUJER,PRINCIPAL,Córdoba,Sin datos,2014-02-16
32,,MUJER,PRINCIPAL,Córdoba,Sin datos,2014-05-16
31,41,MUJER,PRINCIPAL,Córdoba,ACUCHILLAMIENTO -,2014-07-23
30,40,MUJER,PRINCIPAL,Córdoba,Sin datos,2014-12-02
29,34,MUJER,PRINCIPAL,Córdoba,Sin datos,2015-01-28
27,33,MUJER,PRINCIPAL,Córdoba,ACUCHILLAMIENTO -,2014-10-20
26,,MUJER,PRINCIPAL,Córdoba,Sin datos,2014-10-20
22,33,MUJER,PRINCIPAL,Córdoba,Sin datos,2014-12-11
21,36,MUJER,PRINCIPAL,Córdoba,GOLPES - ACUCHILLAMIENTO -,2014-09-21
20,34,MUJER,PRINCIPAL,Córdoba,ACUCHILLAMIENTO -,2014-09-18
19,33,MUJER,PRINCIPAL,Chaco,OTROS - ACUCHILLAMIENTO -,2014-10-09
18,44,MUJER,PRINCIPAL,Ciudad de Buenos Aires,Sin datos,2015-02-24
17,19,MUJER,VINCULADO,Ciudad de Buenos Aires,Sin datos,2015-02-24
15,21,MUJER,PRINCIPAL,Buenos Aires,Sin datos,2015-01-06
14,,MUJER,PRINCIPAL,Buenos Aires,Sin datos,2015-02-23
13,18,MUJER,PRINCIPAL,Buenos Aires,GOLPES -,2015-01-09
12,19,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO -,2015-01-14
11,38,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO - ASFIXIA -,2014-01-16
10,26,MUJER,PRINCIPAL,Buenos Aires,Sin datos,2015-03-20
9,7,MUJER,VINCULADO,Buenos Aires,ACUCHILLAMIENTO -,2014-09-04
8,45,MUJER,PRINCIPAL,Mendoza,DISPARO DE BALA -,2014-08-14
7,16,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA -,2014-08-23
6,39,MUJER,PRINCIPAL,Buenos Aires,Sin datos,2014-09-25
5,49,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA - OTROS -,2014-05-18
4,26,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA -,2014-08-13
3,23,MUJER,PRINCIPAL,Catamarca,APUÑALAMIENTO - GOLPES -,2013-03-05
2,32,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO -,2014-03-27
